DESCRIPTION,coicop,Notes,daña el ambiente,no saludable,genero,gasolina,cerveza,licores,tabaco y cigarrillos,vehículos,alimentos,estupefacientes,cuidado,medicamentos,pink tax,used only by females,female gender role,infantiles,para hombres,prefix,vat,"vat, min","vat, max",prefix vat
"Onces, medias nueves, media maï¿½ana, algo, entredï¿½a, recreo para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, maquinas expendedoras, puestos moviles, y lugares de esparcimiento; se incluyen tambien las contratadas por encargo y para llevar",11110414,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase. Vending machines?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
Alimentos provenientes de salario en especie,11110415,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Gastos en discotecas, bares, griles, tabernas y similares (comida, bebidas, cover)  ",11110501,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Gastos en bebidas alcohï¿½licas (cerveza, aguardiente, ron, etc) en tiendas, fondas rurales y al aire libre",11110601,No VAT but Impuesto nacional al consumo of 8% depending on place of purchase.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
"Pago mensual por alimentaciï¿½n de estudiantes en establecimiento educativo (restaurantes escolares, universitarios),  los comedores universitarios, los de tropa y de oficiales del ejï¿½rcito.",11120101,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,11,0.0,0.0,0.0,0.0
"Servicios de alojamiento en hoteles, pensiones, posadas y hostales ",11200101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.19,0.19,0.19,0.0
Servicios de alojamiento en moteles y residencias  ,11200201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.19,0.19,0.19,0.0
"Servicios de alojamiento en centros de vacaciones, cabaï¿½as, apartamentos, servicios de alquiler en terrenos para camping y servicios de guï¿½as turï¿½sticos",11200301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.19,0.19,0.19,0.0
Servicios de alojamiento por motivo de enseï¿½anza: internados de colegios; residencias estudiantiles; albergues para menores; albergues para jï¿½venes trabajadores e inmigrantes,11200401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0
Corte de pelo para hombres y niï¿½os,12110101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.19,0.19,0.19,0.19
Afeitado en barberï¿½as,12110102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.19,0.19,0.19,0.19
"Corte de pelo, peinado y alisado para mujeres y niï¿½as",12110103,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0.19,0.19,0.19,0.19
Tratamientos capilares y faciales,12110104,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0.19,0.19,0.19,0.19
Manicure y pedicure,12110105,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0.19,0.19,0.19,0.19
"Teï¿½ido de cabello, permanentes y desrizados en salï¿½n de belleza",12110106,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0.19,0.19,0.19,0.19
" Tratatamientos y cuidados corporales: Saunas, turcos y masajes no terapï¿½uticos",12110107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Depilaciones ,12110108,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0.19,0.19,0.19,0.19
"Otros tratamientos de belleza: bronceado en cï¿½mara,  maquillaje permanente, tatuajes, perforaciones, expansiones,etc",12110199,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0.19,0.19,0.19,0.19
"Mï¿½quinas elï¿½ctricas de afeitar, para cortar el pelo y depiladoras ",12120101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Pinzas elï¿½ctricas, planchas para cabello y secadores ",12120102,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0.19,0.19,0.19,0.19
Reparaciï¿½n de aparatos elï¿½ctricos para el cuidado personal ,12120104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Otros aparatos elï¿½ctricos para el cuidado personal: cepillos de dientes, vaporizadores, artï¿½culos elï¿½ctricos para masaje, etc.",12120199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Mï¿½quina de afeitar no desechables, cuchillas y repuestos para mï¿½quinas de afeitar, mï¿½quinas de afeitar desechables, depiladores, encrespadores, cepillos para el cabello, peines y peinillas, rulos, ganchos y moï¿½os, pinzas y hebillas para el cabello, diademas, balacas y gorros para baï¿½o.",12130101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Bï¿½sculas personales o pesas,12130102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Jabones de tocador lï¿½quidos y en barra,12130201,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Champï¿½s, acondicionadores, bï¿½lsamos, enjuagues, cremas y tratamientos para el cabello (excluir los productos de bebï¿½), gel, fijadores y lacas para el cabello",12130202,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Cremas para afeitar y depilar (tubo, aerosol, gel) y lociones para despuï¿½s de la afeitada",12130203,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,12,0.19,0.19,0.19,0.19
"Desodorantes y antitranspitantes (crema, barra, roll-on, aerosol)",12130204,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Perfumes, colonias y lociones",12130205,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Artï¿½culos para la higiene corporal del bebï¿½: aceites, cremas, champï¿½s, bï¿½lsamos, jabones, colonias, etc. (excluye paï¿½os hï¿½medos)",12130206,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,12,0.19,0.19,0.19,0.19
"Cepillos de dientes, hilo y seda dental",12130301,"In one document DIAN says these goods are not taxed with VAT, but the tax code say they are taxed",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Crema dental y  enjuague bucal,12130302,"In one document DIAN says these goods are not taxed with VAT, but the tax code say they are taxed",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Blanqueadores y ceras dentales.,12130303,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Bases para la cara, polvos faciales, pestaï¿½inas, labiales, lï¿½pices de ceja, delineadores, sombras,  ruborizadores y desmaquilladores.",12130401,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,12,0.19,0.19,0.19,0.19
"Esmaltes, quitaesmaltes, diluyentes, limas y tijeras para uï¿½as, cortacutï¿½culas,  cortauï¿½as y artï¿½culos decorativos para uï¿½as.",12130402,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,12,0.19,0.19,0.19,0.19
"Cremas (nutritivas, limpiadoras, hidratantes, etc.), talcos y polvos para el cuerpo y los pies, bronceadores y protectores solares no formulados",12130403,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Tinturas para el cabello,12130404,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,12,0.19,0.19,0.19,0.19
"Otros productos de belleza (pelucas, peluquines, extensiones de cabello, etc.)",12130499,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,12,0.19,0.19,0.19,0.19
Papel higiï¿½nico,12139901,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Algodï¿½n,  esponjas para el cuerpo y copitos",12139902,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Paï¿½uelos y paï¿½itos hï¿½medos desechables de uso personal,12139903,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Toallas sanitarias, protectores, tampones, paï¿½itos y jabones intimos.",12139904,,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,12,0.05,0.05,0.05,0.19
"Protectores para brassier, mamadores, succionadores y pezoneras",12139905,,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,12,0.19,0.19,0.19,0.19
Paï¿½ales desechables,12139906,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,12,0.19,0.19,0.19,0.19
Paï¿½ales y ropa interior para incontinencia,12139907,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Otros productos para el aseo personal,12139999,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Servicios prestados por personas para entretenimiento privado de adultos (strippers y otros),12200101,Not in tax code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Anillos, argollas, sortijas, aretes, pendientes, prendedores y alfileres para corbata, mancornas en oro y plata",12310101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Collares, cadenas, gargantillas, pulseras y manillas en oro y plata.",12310102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Piedras preciosas,12310103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Reparaciï¿½n de artï¿½culos de oro, plata y piedras preciosas.",12310104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Relojes de mesa o pared y despertadores, termï¿½metros y barï¿½metros de pared",12310201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Relojes de pulso mecï¿½nicos o digitales, de bolsillo y cronï¿½metros",12310202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Reparaciï¿½n de relojes, cronï¿½metros, termï¿½metros y barï¿½metros de pared",12310203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Anillos, argollas, sortijas, aretes, pendientes, prendedores, mancornas de fantasia e hilo.",12310301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Collares, cadenas, gargantillas, pulseras y manillas de fantasï¿½a e hilo",12310302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Reparaciï¿½n de artï¿½culos de fantasï¿½a e hilo,12310303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Maletines, portafolios y bolsos de viaje",12320101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Carteras, mochilas y bolsos de mano",12320102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Billeteras, monederos, tarjeteros de bolsillo y portabilletes   ",12320103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Bolsos y maletas tipo estudiante ,12320104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Reparaciï¿½n de maletines, cartera, billeteras y bolsos mencionados anteriormente",12320105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Coches, caminadores, sillas, sillas para vehï¿½culo, cestos y hamacas para bebï¿½",12320201,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0.19,0.19,0.19,0.19
Portabebï¿½s delanteros y de espalda,12320202,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0.19,0.19,0.19,0.19
Monitores e intercomunicadores para bebï¿½,12320203,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0.19,0.19,0.19,0.19
"Chupos, mamilas, entretenedores",12320204,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0.19,0.19,0.19,0.19
Paï¿½aleras,12320205,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0.19,0.19,0.19,0.19
Reparaciï¿½n de artï¿½culos para bebï¿½,12320207,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0.19,0.19,0.19,0.19
"Otros artï¿½culos para bebï¿½ (baï¿½eras, correas para bebï¿½, etc) ",12320299,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0.19,0.19,0.19,0.19
"Artï¿½culos para fumador: Pipas, encendedores no desechables, pitilleras, cortapuros, cigarrillos electrï¿½nicos y narguile",12320301,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Artï¿½culos personales varios como: gafas de sol, lentes de contacto, cosmeticos, bastones, paraguas y sombrillas, abanicos, llaveros, etc",12320401,goods with different tax rates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.095,0.0,0.19,0.19
"Artï¿½culos de funeraria: ataï¿½des, lï¿½pidas y urnas",12320501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Residencias para ancianos, hogares geriï¿½tricos, hogares para personas con limitaciones fï¿½sicas o cognitivas y centros de rehabilitaciï¿½n",12400101,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Asistencia para el cuidado y mantenimiento de personas con limitaciones-discapacidad en el hogar,12400102,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Pagos mensuales en guarderï¿½a o salacunas: pensiï¿½n, alimentaciï¿½n, etc",12400201,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Pagos anuales en guarderï¿½as o salacunas: matrï¿½cula, materiales, etc",12400202,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Cuidado de niï¿½os fuera del hogar (niï¿½eras fuera del hogar),12400203,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Pagos en agencias por servicios de adopciï¿½n,12400204,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Descuentos por aporte de asalariados a EPS,12400301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Aportes obligatorios de trabajadores independientes a EPS ,12400302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Pagos adicionales en salud (PILA) por persona diferente al nucleo familiar: abuelos, personas mayores de 25 aï¿½os, nietos, etc.",12400303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Descuentos por aportes obligatorios de asalariados a fondos de pensiones y cesantï¿½as,12400401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Aportes obligatorios de trabajadores independientes a fondos de pensiones y cesantï¿½as ,12400402,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Pago en comedores comunitarios,12400501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Valor imputado por alimentaciï¿½n en comedores comunitarios,12400502,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Seguro de vida y de educaciï¿½n (ahorro programado), seguro de prestaciï¿½n en caso de fallecimiento.",12510101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Seguro relacionado con la vivienda (robo, incendio, terremoto, terrorismo, etc)",12520101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Pago anual de medicina prepagada o plan complementario de salud,12530101,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0.05,0.05,0.05,0.19
Seguro estudiantil,12530102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Seguros relacionados con  la salud: mï¿½dico, maternidad, neonatal, ambulancia, de accidentes,etc. (emermï¿½dica, emi, cem)",12530103,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,12,0.05,0.05,0.05,0.19
Pago de Seguro Obligatorio SOAT,12540101,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Pago de seguro de vehï¿½culos contra todo riesgo,12540102,"In one document DIAN says these goods are not taxed with VAT, but the tax code say they are taxed",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Seguros relacionados con el transporte: seguro de vuelo, seguro de viaje y equipaje.",12540103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Otros seguros: seguros de responsabilidad civil por lesiones o daï¿½os a terceros o a su propiedad, seguro funerario y similares",12559901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Cuotas por crï¿½dito para adquisiciï¿½n de vehï¿½culos ,12610101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Cuotas o pagos por prï¿½stamos de consumo realizados a bancos, cooperativas y fondos (incluye cuotas de creditos para vivienda)",12610102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Cuotas o pagos por prï¿½stamos adquiridos con particulares y organizaciones del sector no financiero,12610103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Compra de vivienda,12610104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Pago por chequeras, servicios de cajero automï¿½tico (retiros, consultas de saldos), audirespuesta, servicios en lï¿½nea o banca virtual, avances en efectivo, costos del taloanario, reposiciï¿½n del plï¿½stico, certificaciones y referencias bancarias y cheques de gerencia.",12620101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
"Comisiones bancarias por transferencias, pagos a terceros, por consignaciï¿½n nacional en oficina diferente a la de radicaciï¿½n, giros, remesas, portes (cheques)",12620102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Cuota de manejo de tarjeta dï¿½bito o crï¿½dito,12620103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Pago del ultimo recibo por tarjetas de crï¿½dito, excluyendo cuota de manejo ",12620104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Cuotas o pagos directos a almacenes y distribuidores por compras a crï¿½dito (excluye tarjetas de crï¿½dito expedidas por almacenes y distribuidores),12620105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.095,0.0,0.19,0.19
Servicios financieros por medio de corresponsal,12620106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Pago de comisiï¿½n por la administraciï¿½n de los fondos de inversiï¿½n colectiva, fondos mutuos de inversiï¿½n, negocios fiduciarios de inversiï¿½n y portafolios de terceros de las sociedades comisionistas de bolsa",12620202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Honorarios y cargos por servicio de agentes, asesores de inversiï¿½n, consultores fiscales y financieros y servicios similares",12620301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Remesas de dinero a otros hogares para sostenimiento de personas a cargo del hogar en el exterior,12620302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Pagos de honorarios por: asesorï¿½a jurï¿½dicas, contrataciï¿½n de personal para el hogar, guardaespaldas, detectives privados, agencias matrimoniales, agentes inmobiliarios, etc",12700101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Libreta militar,12700201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Cï¿½dula de ciudadanï¿½a, pasaporte, visas, tarjetas profesionales, certificados de nacimiento, defunciï¿½n, matrimonio, extrajuicios, certificados de libertad y otros certificados notariales",12700202,"No VAT, but impuesto de timbre. In particular, it mixes goods taxed and not taxed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Cuotas a asociaciones profesionales, partidos polï¿½ticos,  juntas de acciï¿½n comunal, aportes y donaciones a ONGs y donaciones en dinero a otras instituciones u hogares",12700301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Cuotas a  instituciones religiosas y diezmo,12700302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Servicios religiosos y civiles por entierros, matrimonios,  gastos en pompas fï¿½nebres y en otros servicios de funerales, etc",12700401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Impuesto predial y de valorizaciï¿½n de la(s) vivienda(s) ocupada(s) por el hogar,12700601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Impuestos del vehiculo,12700602,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Impuesto de renta,12700603,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Otros impuestos (de timbre, etc)",12700699,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Mesadas a estudiantes y personas no perceptoras de ingresos para gastos diarios,12700701,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Planes de protecciï¿½n social a personas ajenas al hogar (Plan Canitas, Gotas de agua)",12700901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Pago por noticias y anuncios en la prensa y en pï¿½ginas web,12709901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
Pago por servicio de baï¿½os pï¿½blicos,12709902,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
"Servicio de fotocopias, reducciones, ampliaciones, laminaciones, argollados, impresiï¿½n de hojas y documentos, servicio de scanner, servicio de quemado de CD o DVD y trabajos en computador",12709903,VAT depending on place of purchase (most people buy these goods at pleces wher no VAT is charged).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.19
Servicio de coteros o cargadores,12709904,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.19,0.19,0.19,0.19
